,fluxes,equ,kcat_MW,enz
B_MNtex_num1,0.0,B_mn2_e --> B_mn2_p,,
A_ASNt2rpp,0.0,A_asn__L_p + A_h_p --> A_asn__L_c + A_h_c,,
A_MDDCP3pp_num1,0.0,A_h2o_p + A_murein5p5p_p --> A_ala__D_p + A_murein5p4p_p,557.2301964,0.0
B_ACtex_reverse_num1,0.0,B_ac_p --> B_ac_e,,
B_METtex_reverse_num1,0.0,B_met__L_p --> B_met__L_e,,
A_ANPRT,0.0056843,A_anth_c + A_prpp_c --> A_ppi_c + A_pran_c,158.25581,3.591842852404597e-05
A_S4FE4ST,0.0,4.0 A_h_c + A_sufbcd_4fe4s_c --> A_4fe4s_c + A_sufbcd_c,246.9300714,0.0
A_NTD1_num4,0.0,A_dump_c + A_h2o_c --> A_duri_c + A_pi_c,907.4983252000001,0.0
A_NTD1_num2,0.0,A_dump_c + A_h2o_c --> A_duri_c + A_pi_c,683.3259571000001,0.0
A_2DOXG6PP_num4,0.0,A_2doxg6p_c + A_h2o_c --> A_2dglc_c + A_pi_c,324.82725239999996,0.0
B_23dappa_e_con_2_reverse,0.0,B_23dappa_e --> 23dappa_e,,
B_CRNt8pp,0.0,B_crn__D_c + B_crn_p --> B_crn__D_p + B_crn_c,,
B_SUCFUMtpp_num3,0.0,B_fum_p + B_succ_c --> B_fum_c + B_succ_p,,
B_CITL,0.0,B_cit_c --> B_ac_c + B_oaa_c,235.5216401,0.0
A_FA140ACPHi,0.0,A_h2o_c + A_myrsACP_c --> A_ACP_c + A_h_c + A_ttdca_c,4366.212784,0.0
A_PRAGSr_reverse,0.0,A_adp_c + A_gar_c + A_h_c + A_pi_c --> A_atp_c + A_gly_c + A_pram_c,384.2827112,0.0
B_CTECOAI6_reverse,0.0,B_td2coa_c --> B_tdecoa_c,182.97966069999998,0.0
A_FADtex_num2,0.0,A_fad_p --> A_fad_e,,
A_PYDXPP_num1,0.0,A_h2o_c + A_pydx5p_c --> A_pi_c + A_pydx_c,972.4715042000001,0.0
B_ARABDI_reverse,0.0,B_rbl__D_c --> B_arab__D_c,115.6300118,0.0
A_CD2tex_num3,0.0,A_cd2_e --> A_cd2_p,,
A_PYRt2rpp,0.0,A_h_p + A_pyr_p --> A_h_c + A_pyr_c,,
B_TARTRDtex_num4,0.0,B_tartr__D_e --> B_tartr__D_p,,
B_RNDR2b_num4,0.0,B_gdp_c + B_grxrd_c --> B_dgdp_c + B_grxox_c + B_h2o_c,114.14429750000001,0.0
B_HPYRI_reverse,0.0,B_2h3oppan_c --> B_hpyr_c,174.49309309999998,0.0
B_fum_e_con_2_reverse,0.0,B_fum_e --> fum_e,,
A_GLYBtex_num3,0.0,A_glyb_e --> A_glyb_p,,
A_DHBS,0.0,A_23dhb_c + A_atp_c + A_h_c --> A_23dhba_c + A_ppi_c,176.5381246,0.0
A_THRA_num2,0.0,A_thr__L_c --> A_acald_c + A_gly_c,364.2219933,0.0
A_MDDEP2pp_num7,0.0,A_h2o_p + A_murein3px4p_p --> A_murein4p3p_p,4646.918738,0.0
A_SCYSDS,0.0,A_cys__L_c + A_sufse_c --> A_ala__L_c + A_sufsesh_c,249.53482030000004,0.0
B_pser__L_e_con_2_reverse,0.0,B_pser__L_e --> pser__L_e,,
A_GLU5K,0.0221055,A_atp_c + A_glu__L_c --> A_adp_c + A_glu5p_c,576.0881184,3.837173393090414e-05
B_FEENTERtex,0.0,B_enter_p + B_h_p --> B_enter_e + B_h_c,,
A_HEX1,0.0,A_atp_c + A_glc__D_c --> A_adp_c + A_g6p_c + A_h_c,1369.775645,0.0
A_DOPAtex_reverse_num1,0.0,A_dopa_p --> A_dopa_e,,
B_CLtex_reverse_num1,0.0,B_cl_p --> B_cl_e,,
A_PROtex_num4,0.0,A_pro__L_e --> A_pro__L_p,,
A_DHORD2,0.03291689999999935,A_dhor__S_c + A_q8_c --> A_orot_c + A_q8h2_c,1957.8784210000001,1.681253526620249e-05
A_RMPA,0.0,A_rml1p_c --> A_dhap_c + A_lald__L_c,214.9370719,0.0
A_GLCNt2rpp_num4,0.0,A_glcn_p + A_h_p --> A_glcn_c + A_h_c,,
B_TDSR2,0.0,B_dsbdrd_c + B_dsbgox_p --> B_dsbdox_c + B_dsbgrd_p,,
B_HG2tex_num1,0.0,B_hg2_e --> B_hg2_p,,
A_GMPS2,0.0,A_atp_c + A_gln__L_c + A_h2o_c + A_xmp_c --> A_amp_c + A_glu__L_c + A_gmp_c + 2.0 A_h_c + A_ppi_c,153.3763241,0.0
A_NMNPtpp,0.0,A_nmn_p --> A_nmn_c,,
B_EX_anhgm_e,0.0,B_anhgm_e --> ,,
B_NOtpp,0.0,B_no_p --> B_no_c,,
B_AKGt2rpp,0.0,B_akg_p + B_h_p --> B_akg_c + B_h_c,,
B_G3PD2,0.0,B_glyc3p_c + B_nadp_c --> B_dhap_c + B_h_c + B_nadph_c,943.9112068,0.0
B_ASPtex_num2,0.0,B_asp__L_e --> B_asp__L_p,,
B_PROtex_num3,0.0,B_pro__L_e --> B_pro__L_p,,
A_SUCCt2_3pp_num2,0.0,3.0 A_h_p + A_succ_p --> 3.0 A_h_c + A_succ_c,,
B_TYRTA_num1,0.0,B_akg_c + B_tyr__L_c --> B_34hpp_c + B_glu__L_c,798.0561485000001,0.0
B_4ABZGLUtr_reverse,0.0,B_4abzglu_c + B_h_c --> B_4abzglu_p + B_h_p,,
A_NTD12pp_num2,0.0,A_dimp_p + A_h2o_p --> A_din_p + A_pi_p,162.8853488,0.0
A_NDPK2_num1,0.042528300000000005,A_atp_c + A_udp_c --> A_adp_c + A_utp_c,1043.082428,4.0771753850310294e-05
A_PSSA120,0.0,A_cdpdddecg_c + A_ser__L_c --> A_cmp_c + A_h_c + A_ps120_c,412.99524289999994,0.0
A_3HAD161_num1,0.0,A_3hcpalm9eACP_c --> A_h2o_c + A_t3c9palmeACP_c,245.1368959,0.0
B_PUNP2,0.0,B_dad_2_c + B_pi_c --> B_2dr1p_c + B_ade_c,105.2102746,0.0
B_CGLYtex_num4,0.0,B_cgly_e --> B_cgly_p,,
B_DASYN140,0.0,B_ctp_c + B_h_c + B_pa140_c --> B_cdpdtdecg_c + B_ppi_c,773.4513402000001,0.0
A_O2tex_reverse_num4,0.0,A_o2_p --> A_o2_e,,
B_CYStex_reverse_num1,0.0,B_cys__L_p --> B_cys__L_e,,
A_PPA_num3,0.0,A_h2o_c + A_ppi_c --> A_h_c + 2.0 A_pi_c,2565.886313,0.0
B_VALtex_num2,0.0,B_val__L_e --> B_val__L_p,,
B_AMPTASEPG_num2,0.0,B_h2o_c + B_progly_c --> B_gly_c + B_pro__L_c,106.87188799999998,0.0
A_G3PGabcpp,0.0,A_atp_c + A_g3pg_p + A_h2o_c --> A_adp_c + A_g3pg_c + A_h_c + A_pi_c,,
A_FADtex_num3,0.0,A_fad_p --> A_fad_e,,
A_SPMDAT1,0.0,A_accoa_c + A_spmd_c --> A_N1aspmd_c + A_coa_c + A_h_c,370.10155410000004,0.0
A_PTRCtex_reverse_num1,0.0,A_ptrc_p --> A_ptrc_e,,
A_ALAtex_num4,0.0,A_ala__L_e --> A_ala__L_p,,
A_23CGMPtex_reverse_num3,0.0,A_23cgmp_p --> A_23cgmp_e,,
A_QUIN2tex_reverse_num3,0.0,A_quin_p --> A_quin_e,,
B_TALA_num1,0.0,B_g3p_c + B_s7p_c --> B_e4p_c + B_f6p_c,708.9548467,0.0
B_LPLIPAL2ATG141,0.0,B_2agpg141_c + B_pg141_c --> B_apg141_c + B_g3pg_c,249.5374607,0.0
A_HG2tex_reverse_num1,0.0,A_hg2_p --> A_hg2_e,,
B_FACOAL80t2pp_num2,0.0,B_atp_c + B_coa_c + B_h_p + B_octa_p --> B_amp_c + B_h_c + B_occoa_c + B_ppi_c,287.28697630000005,0.0
A_BUTtex_reverse_num4,0.0,A_but_p --> A_but_e,,
A_DUMPtex_reverse_num4,0.0,A_dump_p --> A_dump_e,,
EX_h_e,1.2018736721456382,h_e --> ,,
A_2AGPG180tipp,0.0,A_2agpg180_p --> A_2agpg180_c,,
B_CYNTAH,0.0,B_cynt_c + 3.0 B_h_c + B_hco3_c --> 2.0 B_co2_c + B_nh4_c,105.7205023,0.0
B_pyr_e_con_2,0.0,pyr_e --> B_pyr_e,,
A_MLDCP1App_num3,0.0,A_h2o_p + A_murein5px4p_p --> A_alaala_p + A_murein3px4p_p,177.70711799999998,0.0
B_GDPDPK_num2,0.0,B_atp_c + B_gdp_c --> B_amp_c + B_h_c + B_ppgpp_c,508.3080288,0.0
A_G3PAT181,0.0,A_glyc3p_c + A_octeACP_c --> A_1odec11eg3p_c + A_ACP_c,182.18239540000002,0.0
B_DASYN181,0.0,B_ctp_c + B_h_c + B_pa181_c --> B_cdpdodec11eg_c + B_ppi_c,305.21830730000005,0.0
EX_mg2_e_reverse,0.0008675, --> mg2_e,,
A_GLYCLTDx_num2,0.0,A_glx_c + A_h_c + A_nadh_c --> A_glyclt_c + A_nad_c,580.4389605,0.0
A_arbtn_e_con_1,0.0,A_arbtn_e --> arbtn_e,,
A_GLYCLTtex_num1,0.0,A_glyclt_e --> A_glyclt_p,,
A_MALTTTRabcpp,0.0,A_atp_c + A_h2o_c + A_maltttr_p --> A_adp_c + A_h_c + A_maltttr_c + A_pi_c,,
B_FORtex_reverse_num3,0.0,B_for_p --> B_for_e,,
B_AP4AS,0.0,2.0 B_atp_c + B_h_c --> B_ap4a_c + B_ppi_c,205.2548836,0.0
A_ALAR_num2,0.0041682,A_ala__L_c --> A_ala__D_c,1455.416811,2.863921845959769e-06
A_NACtex_num3,0.0,A_nac_e --> A_nac_p,,
B_ECOAH5_num1,0.0,B_3hddcoa_c --> B_dd2coa_c + B_h2o_c,584.1850089,0.0
A_23DAPPAtex_num3,0.0,A_23dappa_e --> A_23dappa_p,,
A_GMHEPK,0.0,A_atp_c + A_gmhep7p_c --> A_adp_c + A_gmhep17bp_c + A_h_c,14711.707540000001,0.0
B_FEENTERR3,0.0,2.0 B_feenter_c + B_rbflvrd_c --> 2.0 B_enter_c + 2.0 B_fe2_c + 2.0 B_h_c + B_ribflv_c,,
A_PROGLYtex_num1,0.0,A_progly_e --> A_progly_p,,
A_RBK,0.0,A_atp_c + A_rib__D_c --> A_adp_c + A_h_c + A_r5p_c,919.0188109999999,0.0
A_DASYN140,0.0,A_ctp_c + A_h_c + A_pa140_c --> A_cdpdtdecg_c + A_ppi_c,773.4513402000001,0.0
A_EX_glu__L_e,0.0,A_glu__L_e --> ,,
B_agm_e_con_2,0.0,agm_e --> B_agm_e,,
A_DAPtex_reverse_num1,0.0,A_15dap_p --> A_15dap_e,,
A_DAGK141,0.0,A_12dgr141_c + A_atp_c --> A_adp_c + A_h_c + A_pa141_c,234.06419790000004,0.0
B_ACGAL1Ptex_num4,0.0,B_acgal1p_e --> B_acgal1p_p,,
A_PAPA181pp,0.0,A_h2o_p + A_pa181_p --> A_12dgr181_p + A_pi_p,320.4568974,0.0
B_ALR4x,0.0,B_acetol_c + B_h_c + B_nadh_c --> B_12ppd__R_c + B_nad_c,145.7613682,0.0
B_PLIPA2G180pp,0.0,B_h2o_p + B_pg180_p --> B_1agpg180_p + B_h_p + B_ocdca_p,175.9593851,0.0
B_EX_crn__D_e,0.0,B_crn__D_e --> ,,
A_PRATPP,0.009473800000000001,A_h2o_c + A_prbatp_c --> A_h_c + A_ppi_c + A_prbamp_c,3480.431363,2.7220189142974345e-06
B_DHNPA2r,6.690000000000862e-05,B_dhnpt_c --> B_6hmhpt_c + B_gcald_c,56.1693598,1.191040813678788e-06
A_3HPADHi,0.0,A_3hppnl_c + A_h2o_c + A_nad_c --> A_3hpp_c + 2.0 A_h_c + A_nadh_c,549.7914794,0.0
A_ALDD2y_num5,0.0,A_acald_c + A_h2o_c + A_nadp_c --> A_ac_c + 2.0 A_h_c + A_nadph_c,605.2624308999999,0.0
A_LYXt2pp,0.0,A_h_p + A_lyx__L_p --> A_h_c + A_lyx__L_c,,
A_MLTP1,0.0,A_maltpt_c + A_pi_c --> A_g1p_c + A_maltttr_c,136.3439156,0.0
A_3OAS60_num1,0.0,A_butACP_c + A_h_c + A_malACP_c --> A_3ohexACP_c + A_ACP_c + A_co2_c,165.0665433,0.0
A_ASPtpp,0.0,A_asp__L_p --> A_asp__L_c,,
B_CYSabc2pp,0.0,B_atp_c + B_cys__L_c + B_h2o_c --> B_adp_c + B_cys__L_p + B_h_c + B_pi_c,,
B_ADOCBLabcpp,0.0,B_adocbl_p + B_atp_c + B_h2o_c --> B_adocbl_c + B_adp_c + B_h_c + B_pi_c,,
A_nac_e_con_1,0.0,A_nac_e --> nac_e,,
A_NADPHXE,0.0,A_nadphx__R_c --> A_nadphx__S_c,397.54508119999997,0.0
B_12PPDRtpp_reverse,0.0,B_12ppd__R_c --> B_12ppd__R_p,,
A_GTHRDtex_num2,0.0,A_gthrd_e --> A_gthrd_p,,
A_EX_h2s_e,0.0,A_h2s_e --> ,,
B_etha_e_con_2_reverse,0.0,B_etha_e --> etha_e,,
A_PROGLYtex_reverse_num4,0.0,A_progly_p --> A_progly_e,,
B_CHTBStex_num4,0.0,B_chtbs_e --> B_chtbs_p,,
A_novbcn_e_con_1,0.0,A_novbcn_e --> novbcn_e,,
A_GLYCAtex_reverse_num2,0.0,A_glyc__R_p --> A_glyc__R_e,,
B_MANPGH,0.0,B_h2o_c + B_man6pglyc_c --> B_glyc__R_c + B_man6p_c,806.2551714,0.0
A_SELtex_num4,0.0,A_sel_e --> A_sel_p,,
A_EX_5dglcn_e,0.0,A_5dglcn_e --> ,,
A_TGBPA_reverse_num2,0.0,A_dhap_c + A_g3p_c --> A_tagdp__D_c,153.5220803,0.0
B_ALAALAabcpp_num2,0.0,B_alaala_p + B_atp_c + B_h2o_c --> B_adp_c + B_alaala_c + B_h_c + B_pi_c,,
B_RIBtex_num4,0.0,B_rib__D_e --> B_rib__D_p,,
B_GLCNtex_num1,0.0,B_glcn_e --> B_glcn_p,,
B_MPTG2_num2,0.0,B_murein5p5p_p + B_uaagmda_c --> B_h_c + B_murein5p5p5p_p + B_udcpdp_c,57.02869837,0.0
B_MCTP1Bpp_num2,0.0,B_murein5p5p_p --> B_alaala_p + B_murein5px3p_p,5529.237385,0.0
B_AGM4PCPpp,0.0,B_anhgm4p_p + B_h2o_p --> B_ala__D_p + B_anhgm3p_p,1620.968568,0.0
A_5DGLCNtex_reverse_num4,0.0,A_5dglcn_p --> A_5dglcn_e,,
B_BWCOGDS2,0.0,B_bwco1gdp_c + B_gtp_c + B_h_c --> B_bwcogdp_c + B_ppi_c,1342.938078,0.0
A_ACGALtex_num4,0.0,A_acgal_e --> A_acgal_p,,
B_RPI_num2,0.0,B_r5p_c --> B_ru5p__D_c,2208.7058269999998,0.0
A_ttrcyc_e_con_1,0.0,A_ttrcyc_e --> ttrcyc_e,,
B_ACMANAtex_reverse_num3,0.0,B_acmana_p --> B_acmana_e,,
A_LCARSyi,0.0,A_h_c + A_lald__L_c + A_nadph_c --> A_12ppd__S_c + A_nadp_c,250.16562709999997,0.0
B_ACACT7r_num1,0.0,B_accoa_c + B_tdcoa_c --> B_3ohdcoa_c + B_coa_c,782.0622236,0.0
A_ENO_reverse,0.0,A_h2o_c + A_pep_c --> A_2pg_c,568.1456335,0.0
A_G3PD5_num1,0.0,A_glyc3p_c + A_q8_c --> A_dhap_c + A_q8h2_c,406.4462832,0.0
B_glcn_e_con_2_reverse,0.0,B_glcn_e --> glcn_e,,
A_GK1_reverse,0.0,A_adp_c + A_gdp_c --> A_atp_c + A_gmp_c,588.8592111,0.0
B_METGLCURtex_num3,0.0,B_metglcur_e --> B_metglcur_p,,
B_CBMD,0.0,B_cbm_c + 2.0 B_h_c --> B_co2_c + B_nh4_c,,
B_NAt3pp_num2,0.0,B_h_p + B_na1_c --> B_h_c + B_na1_p,,
B_HXAND,0.024322800000000012,B_h2o_c + B_hxan_c + B_nad_c --> B_h_c + B_nadh_c + B_xan_c,497.7574563,4.886476273163166e-05
A_GLCURtex_num1,0.0,A_glcur_e --> A_glcur_p,,
A_colipap_e_con_1,0.0,A_colipap_e --> colipap_e,,
A_3UMPtex_reverse_num2,0.0,A_3ump_p --> A_3ump_e,,
A_LPLIPAL2ATG120,0.0,A_2agpg120_c + A_pg120_c --> A_apg120_c + A_g3pg_c,391.5870349,0.0
A_DTARTD,0.0,A_tartr__D_c --> A_h2o_c + A_oaa_c,378.0153885,0.0
A_LALALGLUtpp_num1,0.0,A_LalaLglu_p + A_h_p --> A_LalaLglu_c + A_h_c,,
B_ILEtex_num1,0.0,B_ile__L_e --> B_ile__L_p,,
B_GLTPD_reverse,0.0,B_h_c + B_nadh_c + B_tag6p__D_c --> B_galt1p_c + B_nad_c,347.88289269999996,0.0
A_Htex_reverse_num3,1.7071647574853097,A_h_p --> A_h_e,,
B_NTPP3_num1,0.0,B_dctp_c + B_h2o_c --> B_dcmp_c + B_h_c + B_ppi_c,832.2042144999999,0.0
A_AMPTASEPG_num2,0.0,A_h2o_c + A_progly_c --> A_gly_c + A_pro__L_c,106.87188799999998,0.0
B_4HTHRK,2.23e-05,B_4hthr_c + B_atp_c --> B_adp_c + B_h_c + B_phthr_c,384.1522668,5.804989824935741e-08
B_EX_mal__L_e,0.0,B_mal__L_e --> ,,
B_GSNtex_num2,0.0,B_gsn_e --> B_gsn_p,,
A_CBIAT,0.0,A_atp_c + A_cbi_c + A_h_c --> A_adocbi_c + A_pppi_c,804.1070066000001,0.0
A_H2Otpp_reverse_num2,0.0,A_h2o_c --> A_h2o_p,,
B_NTD9_num1,0.0,B_gmp_c + B_h2o_c --> B_gsn_c + B_pi_c,480.1285755,0.0
A_psclys_e_con_1,0.0,A_psclys_e --> psclys_e,,
A_EX_orn_e,0.0,A_orn_e --> ,,
B_XYLtex_reverse_num1,0.0,B_xyl__D_p --> B_xyl__D_e,,
B_H2O2tex_num3,0.0,B_h2o2_e --> B_h2o2_p,,
A_PTHRpp_num1,0.0,A_h2o_p + A_thrp_p --> A_pi_p + A_thr__L_p,206.3750328,0.0
A_THRt4pp,0.0,A_na1_p + A_thr__L_p --> A_na1_c + A_thr__L_c,,
B_EX_xmp_e,0.0,B_xmp_e --> ,,
A_NADHXE_reverse,0.0,A_nadhx__R_c --> A_nadhx__S_c,240.7339858,0.0
B_CYANST_num2,0.0,B_cyan_c + B_tsul_c --> B_h_c + B_so3_c + B_tcynt_c,13729.492890000001,0.0
B_OCTAtex_num4,0.0,B_octa_e --> B_octa_p,,
A_TMAtex_reverse_num3,0.0,A_tma_p --> A_tma_e,,
B_ACACT7r_reverse_num2,0.0,B_3ohdcoa_c + B_coa_c --> B_accoa_c + B_tdcoa_c,326.0245626,0.0
B_CU2abcpp,0.0,B_atp_c + B_cu2_c + B_h2o_c --> B_adp_c + B_cu2_p + B_h_c + B_pi_c,,
B_PLIPA2G161pp,0.0,B_h2o_p + B_pg161_p --> B_1agpg161_p + B_h_p + B_hdcea_p,178.811615,0.0
B_FEENTERR4,0.0,2.0 B_feenter_c + B_nadph_c --> 2.0 B_enter_c + 2.0 B_fe2_c + B_h_c + B_nadp_c,577.9779037000001,0.0
EX_fe3_e_reverse,0.0, --> fe3_e,,
B_SO4tex_num2,0.0,B_so4_e --> B_so4_p,,
A_CLPNS161pp_num1,0.0,2.0 A_pg161_p --> A_clpn161_p + A_glyc_p,437.38105379999996,0.0
B_PUNP4_reverse_num1,0.0,B_2dr1p_c + B_gua_c --> B_dgsn_c + B_pi_c,52.41310524,0.0
B_TRPt2rpp_num1,0.0,B_h_p + B_trp__L_p --> B_h_c + B_trp__L_c,,
A_SERtex_reverse_num3,0.0,A_ser__L_p --> A_ser__L_e,,
A_SUCASPtpp_num2,0.0,A_asp__L_p + A_succ_c --> A_asp__L_c + A_succ_p,,
A_gln__L_e_con_1,0.0,A_gln__L_e --> gln__L_e,,
A_5DKGR_reverse_num1,0.0,A_5dglcn_c + A_h_c + A_nadh_c --> A_glcn_c + A_nad_c,868.9020092000001,0.0
B_F1PP_num3,0.0,B_f1p_c + B_h2o_c --> B_fru_c + B_pi_c,1308.549041,0.0
B_PROGLYtex_reverse_num4,0.0,B_progly_p --> B_progly_e,,
A_23ccmp_e_con_1,0.0,A_23ccmp_e --> 23ccmp_e,,
B_E4PD_num2,0.0,B_e4p_c + B_h2o_c + B_nad_c --> B_4per_c + 2.0 B_h_c + B_nadh_c,65.59102339,0.0
A_AOXSr2,2e-07,A_ala__L_c + A_pimACP_c --> A_8aonn_c + A_ACP_c + A_co2_c,0.043275212,4.6215833674021054e-06
B_FRUURtex_reverse_num3,0.0,B_fruur_p --> B_fruur_e,,
A_METS_num2,0.0,A_5mthf_c + A_hcys__L_c --> A_h_c + A_met__L_c + A_thf_c,13.18003862,0.0
B_EX_peamn_e,0.0,B_peamn_e --> ,,
A_IMPtex_num3,0.0,A_imp_e --> A_imp_p,,
B_CRNtex_reverse_num4,0.0,B_crn_p --> B_crn_e,,
B_ADNt2pp_copy2_reverse,0.0,B_adn_c + B_h_c --> B_adn_p + B_h_p,,
A_CYSDS_num2,0.0,A_cys__L_c + A_h2o_c --> A_h2s_c + A_nh4_c + A_pyr_c,62.44796396,0.0
B_F6PA_reverse_num2,0.0,B_dha_c + B_g3p_c --> B_f6p_c,840.4204085000001,0.0
A_IPPMIa_reverse,0.045053100000000006,A_2ippm_c + A_h2o_c --> A_3c2hmp_c,1472.536104,3.059558259903962e-05
A_EX_fecrm_e,0.0,A_fecrm_e --> ,,
B_LPLIPAL2ATG140,0.0,B_2agpg140_c + B_pg140_c --> B_apg140_c + B_g3pg_c,379.2416591,0.0
B_METSOXR1_num3,0.0,B_metsox_S__L_c + B_trdrd_c --> B_h2o_c + B_met__L_c + B_trdox_c,270.9471724,0.0
A_PYAM5PO,0.0,A_h2o_c + A_o2_c + A_pyam5p_c --> A_h2o2_c + A_nh4_c + A_pydx5p_c,182.0472016,0.0
A_NI2tpp,3.23e-05,A_ni2_p --> A_ni2_c,,
A_cs1_e_con_1,0.0,A_cs1_e --> cs1_e,,
A_FE3HOXUtpp,0.0,A_fe3hox_un_p + A_h_p --> A_fe3hox_un_e + A_h_c,,
B_GLYCL,0.0,B_gly_c + B_nad_c + B_thf_c --> B_co2_c + B_mlthf_c + B_nadh_c + B_nh4_c,100.3668167,0.0
A_ABUTtex_reverse_num1,0.0,A_4abut_p --> A_4abut_e,,
B_PSCLYSt2pp,0.0,B_h_p + B_psclys_p --> B_h_c + B_psclys_c,,
B_THMtex_num2,0.0,B_thm_e --> B_thm_p,,
A_PSERtex_reverse_num4,0.0,A_pser__L_p --> A_pser__L_e,,
B_ACGAM1Ptex_num1,0.0,B_acgam1p_e --> B_acgam1p_p,,
A_NDPK1_reverse_num2,0.0,A_adp_c + A_gtp_c --> A_atp_c + A_gdp_c,158.53297690000002,0.0
A_POR5_reverse_num1,0.0,A_accoa_c + A_co2_c + 2.0 A_flxr_c + A_h_c --> A_coa_c + 2.0 A_flxso_c + A_pyr_c,356.6240552,0.0
B_MG2tex_reverse_num2,0.0,B_mg2_p --> B_mg2_e,,
A_fe2_e_con_1,0.0,A_fe2_e --> fe2_e,,
A_THRtex_num3,0.0,A_thr__L_e --> A_thr__L_p,,
B_RNDR1b_num2,0.0,B_adp_c + B_grxrd_c --> B_dadp_c + B_grxox_c + B_h2o_c,88.45133708,0.0
B_FE3tex_num4,0.0,B_fe3_e --> B_fe3_p,,
A_ADEtex_reverse_num1,0.0,A_ade_p --> A_ade_e,,
B_ADOCBIK,0.0,B_adocbi_c + B_atp_c --> B_adocbip_c + B_adp_c + B_h_c,231.18078709999997,0.0
A_OCTAtex_reverse_num1,0.0,A_octa_p --> A_octa_e,,
B_DALAtex_num4,0.0,B_ala__D_e --> B_ala__D_p,,
A_ARBTtex_num2,0.0,A_arbt_e --> A_arbt_p,,
B_HG2tex_num2,0.0,B_hg2_e --> B_hg2_p,,
B_5DGLCNt2rpp,0.0,B_5dglcn_p + B_h_p --> B_5dglcn_c + B_h_c,,
B_CHTBStex_num1,0.0,B_chtbs_e --> B_chtbs_p,,
A_NO2t2rpp_reverse_num2,0.0,A_h_c + A_no2_c --> A_h_p + A_no2_p,,
A_MCITS,0.0,A_h2o_c + A_oaa_c + A_ppcoa_c --> A_2mcit_c + A_coa_c + A_h_c,408.8531343,0.0
B_CLPNS180pp_reverse_num2,0.0,B_clpn180_p + B_glyc_p --> 2.0 B_pg180_p,206.2490042,0.0
B_CLPNS120pp_num2,0.0,2.0 B_pg120_p --> B_clpn120_p + B_glyc_p,498.00324620000004,0.0
A_RNTR3c2_num4,0.0027017,A_ctp_c + 2.0 A_flxr_c + 2.0 A_h_c --> A_dctp_c + 2.0 A_flxso_c + A_h2o_c,192.88428090000002,1.4006843830890937e-05
A_ARGtex_num4,0.0,A_arg__L_e --> A_arg__L_p,,
A_NTD5_num1,0.0,A_dtmp_c + A_h2o_c --> A_pi_c + A_thymd_c,224.5731463,0.0
A_akg_e_con_1,0.0,A_akg_e --> akg_e,,
B_SO3tex_reverse_num1,0.0,B_so3_p --> B_so3_e,,
B_PFL_num2,0.0,B_coa_c + B_pyr_c --> B_accoa_c + B_for_c,333.128104,0.0
A_VPAMTr_reverse,0.0,A_pyr_c + A_val__L_c --> A_3mob_c + A_ala__L_c,218.53000980000002,0.0
A_AKGtex_num1,0.0,A_akg_e --> A_akg_p,,
A_BUTCT,0.0,A_accoa_c + A_but_c --> A_ac_c + A_btcoa_c,504.4328033,0.0
A_ARBtex_reverse_num4,0.0,A_arab__L_p --> A_arab__L_e,,
A_NMNtex_num4,0.0,A_nmn_e --> A_nmn_p,,
B_GAPD,0.7807333700185308,B_g3p_c + B_nad_c + B_pi_c --> B_13dpg_c + B_h_c + B_nadh_c,734.5388025000001,0.0010628892134238624
A_ACCOAL_num2,0.0,A_atp_c + A_coa_c + A_ppa_c --> A_adp_c + A_pi_c + A_ppcoa_c,232.9645429,0.0
A_CSNtex_reverse_num1,0.0,A_csn_p --> A_csn_e,,
B_FE3HOXexs,0.0,B_fe3_e + B_fe3hox_un_e --> B_fe3hox_e,,
B_PAPA180,0.0,B_h2o_c + B_pa180_c --> B_12dgr180_c + B_pi_c,522.8389459,0.0
B_met__L_e_con_2,0.0,met__L_e --> B_met__L_e,,
A_TYMtex_reverse_num2,0.0,A_tym_p --> A_tym_e,,
B_APG3PAT161,0.007521400000000001,B_glyc3p_c + B_hdceap_c --> B_1hdec9eg3p_c + B_h_c + B_pi_c,436.8392987,1.721777326898726e-05
A_ALLTN,0.0,A_alltn_c + A_h2o_c --> A_alltt_c + A_h_c,757.2878869,0.0
A_H2O2tex_num2,0.0,A_h2o2_e --> A_h2o2_p,,
B_DOPAtex_num4,0.0,B_dopa_e --> B_dopa_p,,
A_Ftex_num1,0.0,A_f_p --> A_f_e,,
B_ABUTtex_reverse_num1,0.0,B_4abut_p --> B_4abut_e,,
B_GAMAN6Ptex_num4,0.0,B_gam6p_e --> B_gam6p_p,,
B_GLYALDtex_reverse_num3,0.0,B_glyald_p --> B_glyald_e,,
A_F6Ptex_reverse_num2,0.0,A_f6p_p --> A_f6p_e,,
B_ECOAH8_reverse_num2,0.0,B_h2o_c + B_od2coa_c --> B_3hodcoa_c,154.09706709999998,0.0
A_TARTRDtex_reverse_num1,0.0,A_tartr__D_p --> A_tartr__D_e,,
A_METSOX1tex_reverse_num1,0.0,A_metsox_S__L_p --> A_metsox_S__L_e,,
B_mincyc_e_con_2,0.0,mincyc_e --> B_mincyc_e,,
A_3OAR140,0.0205452,A_3omrsACP_c + A_h_c + A_nadph_c --> A_3hmrsACP_c + A_nadp_c,45.77411063,0.00044883886802455606
B_G3PGtex_reverse_num2,0.0,B_g3pg_p --> B_g3pg_e,,
